,open,high,low,close,adjusted_close,volume,dividend_amount
2025-03-03,241.8100,244.0272,236.1120,238.0300,238.0300,46968450,0.0000
2025-02-28,244.9250,250.0000,230.2000,241.8400,241.8400,241760231,0.0000
2025-02-21,244.1500,248.6900,241.8400,245.5500,245.5500,166541044,0.0000
2025-02-14,229.5700,245.5500,227.2000,244.6000,244.6000,226587580,0.2500
2025-02-07,229.9900,234.0000,225.7000,227.6300,227.3803,227428164,0.0000
2025-01-31,224.0200,247.1900,223.9800,236.0000,235.7411,372790494,0.0000
2025-01-24,224.0000,227.0300,219.3800,222.7800,222.5356,277129596,0.0000
2025-01-17,233.5300,238.9600,228.0300,229.9800,229.7277,269145341,0.0000
2025-01-10,244.3100,247.3300,233.0000,236.8500,236.5902,185241327,0.0000
2025-01-03,252.2300,253.5000,241.8201,243.3600,243.0930,171023105,0.0000
2024-12-27,254.7700,260.1000,253.0600,255.5900,255.3096,133711783,0.0000
2024-12-20,247.9900,255.0000,245.6900,254.4900,254.2108,368202745,0.0000
2024-12-13,241.8300,250.8000,241.7500,248.1300,247.8578,192702674,0.0000
2024-12-06,237.2700,244.6300,237.1600,242.8400,242.5736,208286552,0.0000
2024-11-29,231.4600,237.8100,229.7400,237.3300,237.0697,198118837,0.0000
2024-11-22,225.2500,230.7199,225.1700,229.8700,229.6178,196343939,0.0000
2024-11-15,225.0000,228.8700,221.5000,225.0000,224.7532,223817755,0.0000
2024-11-08,220.9900,228.6600,219.7100,226.9600,226.7110,208083442,0.2500
2024-11-01,233.3200,234.7300,220.2700,222.9100,222.4205,248222115,0.0000
2024-10-25,234.4500,236.8500,227.7600,231.4100,230.9018,197299834,0.0000
2024-10-18,228.7000,237.4900,228.6000,235.0000,234.4839,218140974,0.0000
2024-10-11,224.5000,229.7500,221.3300,227.5500,227.0503,164894870,0.0000
2024-10-04,230.0400,233.0000,223.0200,226.8000,226.3019,222348300,0.0000
2024-09-27,227.3400,229.5200,224.0200,227.7900,227.2898,210673480,0.0000
2024-09-20,216.5400,233.0900,213.9200,228.2000,227.6989,550232897,0.0000
2024-09-13,220.8200,224.0400,216.7100,222.5000,222.0114,237622914,0.0000
2024-09-06,228.5500,229.0000,217.4800,220.8200,220.3351,178491741,0.0000
2024-08-30,226.7600,232.9200,223.8905,229.0000,228.4971,209486001,0.0000
2024-08-23,225.7200,228.3400,223.0400,226.8400,226.3418,188124897,0.0000
2024-08-16,216.0700,226.8271,215.6000,226.0500,225.5536,214898250,0.2500
2024-08-09,199.0900,216.7800,196.0000,216.2400,215.5174,342088289,0.0000
2024-08-02,216.9600,225.6000,215.7500,219.8600,219.1253,296061436,0.0000
2024-07-26,227.0100,227.7800,214.6200,217.9600,217.2317,242932215,0.0000
2024-07-19,236.4800,237.2300,222.2700,224.3100,223.5605,278397452,0.0000
2024-07-12,227.0900,233.0800,223.2500,230.5400,229.7697,287640514,0.0000
2024-07-05,212.0900,226.4500,211.9200,226.3400,225.5837,216231316,0.0000
2024-06-28,207.7200,216.0700,206.5900,210.6200,209.9162,335969485,0.0000
2024-06-21,213.3700,218.9500,207.1100,207.4900,206.7967,506265358,0.0000
2024-06-14,196.9000,220.2000,192.1500,212.4900,211.7800,635755143,0.0000
2024-06-07,192.9000,196.9400,192.5200,196.8900,196.2321,245994434,0.0000
2024-05-31,191.5100,193.0000,189.1000,192.2500,191.6076,230454285,0.0000
2024-05-24,189.3250,192.8231,186.6250,189.9800,189.3452,208652122,0.0000
2024-05-17,185.4350,191.0950,184.6200,189.8700,189.2356,288966571,0.0000
2024-05-10,182.3540,185.0900,180.4200,183.0500,182.4383,300674993,0.2500
2024-05-03,173.3700,187.0000,169.1100,183.3800,182.5180,441926366,0.0000
2024-04-26,165.5150,171.3400,164.7700,169.3000,168.5042,241302722,0.0000
2024-04-19,175.3600,176.6300,164.0750,165.0000,164.2244,309416498,0.0000
2024-04-12,169.0300,178.3600,167.1100,176.5500,175.7201,321898799,0.0000
2024-04-05,171.1900,171.9200,168.2302,169.5800,168.7828,233688457,0.0000
2024-03-28,170.5650,173.6000,169.4500,171.4800,170.6739,237622732,0.0000
2024-03-22,175.5700,178.6700,170.0600,172.2800,171.4701,361583938,0.0000
2024-03-15,172.9400,174.3800,170.2850,172.6200,171.8085,364748130,0.0000
2024-03-08,176.1500,176.9000,168.4900,170.7300,169.9274,393262265,0.0000
2024-03-01,182.2400,183.9225,177.3800,179.6600,178.8155,354385890,0.0000
2024-02-23,181.7900,185.0400,180.0000,182.5200,181.6620,192607112,0.0000
2024-02-16,188.4150,188.6700,181.3500,182.3100,181.4530,268128941,0.0000
2024-02-09,188.1500,191.0500,185.8400,188.8500,187.9622,252715796,0.2400
2024-02-02,192.0100,192.2000,179.2500,185.8500,184.7416,325909883,0.0000
2024-01-26,192.3000,196.3800,191.9400,192.4200,191.2724,255368848,0.0000
2024-01-19,182.1600,191.9500,180.3000,191.5600,190.4175,259829213,0.0000
2024-01-12,182.0850,187.0500,181.5000,185.9200,184.8112,238385377,0.0000
2024-01-05,187.1500,188.4400,180.1700,181.1800,180.0994,275083628,0.0000
2023-12-29,193.6100,194.6600,191.0900,192.5300,191.3817,153541162,0.0000
2023-12-22,196.0900,197.6800,192.9700,193.6000,192.4454,231859933,0.0000
2023-12-15,193.1100,199.6200,191.4200,197.5700,196.3917,379414755,0.0000
2023-12-08,189.9800,195.9900,187.4511,195.7100,194.5428,251797045,0.0000
2023-12-01,189.9200,192.0900,188.1900,191.2400,190.0994,216481441,0.0000
2023-11-24,189.8900,192.9300,189.2500,189.9700,188.8370,148351454,0.0000
2023-11-17,185.8200,190.9600,184.2100,189.6900,188.5587,262880715,0.0000
2023-11-10,176.3800,186.5650,176.2100,186.4000,185.2883,303653020,0.2400
2023-11-03,169.0200,177.7800,167.9000,176.6500,175.3706,310075876,0.0000
2023-10-27,170.9100,174.0100,165.6700,168.2200,167.0017,286078102,0.0000
2023-10-20,176.7500,179.0750,172.6400,172.8800,171.6279,288377600,0.0000
2023-10-13,176.8100,182.3400,175.8000,178.8500,177.5547,241839090,0.0000
2023-10-06,171.2200,177.9900,170.8200,177.4900,176.2046,260574027,0.0000
2023-09-29,174.2000,176.9700,167.6200,171.2100,169.9700,285838995,0.0000
2023-09-22,176.4800,179.6950,173.8600,174.7900,173.5241,297395196,0.0000
2023-09-15,180.0700,180.3000,173.5800,175.0100,173.7425,403746390,0.0000
2023-09-08,188.2800,189.9800,173.5400,178.1800,176.8896,305126712,0.0000
2023-09-01,180.0900,189.9200,178.5450,189.4600,188.0879,264199503,0.0000
2023-08-25,175.0700,181.5500,173.7350,178.6100,177.3164,247514268,0.0000
2023-08-18,177.9700,179.6900,171.9600,174.4900,173.2263,261498109,0.0000
2023-08-11,182.1300,183.1300,176.5500,177.7900,176.5024,332501087,0.2400
2023-08-04,196.0600,196.7300,181.9200,181.9900,180.4284,302694989,0.0000
2023-07-28,193.4100,197.2000,192.2500,195.8300,194.1497,226011789,0.0000
2023-07-21,191.9000,198.2300,191.2300,191.9400,190.2930,310914135,0.0000
2023-07-14,189.2600,191.7000,186.6000,190.6900,189.0538,250269110,0.0000
2023-07-07,193.7800,193.8800,189.2000,190.6800,189.0438,170349466,0.0000
2023-06-30,186.8300,194.4800,185.2300,193.9700,192.3056,281596832,0.0000
2023-06-23,184.4100,187.5600,182.5901,186.6800,185.0782,203677112,0.0000
2023-06-16,181.2700,186.9900,180.9700,184.9200,183.3333,333836397,0.0000
2023-06-09,182.6300,184.9510,177.3200,180.9600,179.4072,347854340,0.0000
2023-06-02,176.9600,181.7800,176.5700,180.9500,179.3973,286176391,0.0000
2023-05-26,173.9800,175.7700,170.5200,175.4300,173.9247,250354916,0.0000
2023-05-19,173.1600,176.3900,170.4201,175.1600,173.6570,258634688,0.0000
2023-05-12,172.4800,174.5900,171.0000,172.5700,171.0892,250061982,0.2400
2023-05-05,169.2800,174.3000,164.3100,173.5700,171.8417,360723248,0.0000
2023-04-28,165.0000,169.8500,162.8000,169.6800,167.9904,254947569,0.0000
2023-04-21,165.0900,168.1600,164.0300,165.0200,163.3768,249150510,0.0000
2023-04-14,161.4200,166.3200,159.7800,165.2100,163.5649,263326290,0.0000
2023-04-06,164.2700,166.8400,161.8000,164.6600,163.0204,200156349,0.0000
2023-03-31,159.9400,165.0000,155.9800,164.9000,163.2580,267939590,0.0000
2023-03-24,155.0700,162.1400,154.1500,160.2500,158.6543,350159914,0.0000
2023-03-17,147.8050,156.7400,147.7000,155.0000,153.4566,410519933,0.0000
2023-03-10,153.7850,156.3000,147.6096,148.5000,147.0213,313350829,0.0000
2023-03-03,147.7100,151.1100,143.9000,151.0300,149.5261,274036517,0.0000
2023-02-24,150.2000,151.3000,145.7202,146.7100,145.2491,213742390,0.0000
2023-02-17,150.9520,156.3300,150.8500,152.5500,151.0310,316887898,0.0000
2023-02-10,152.5750,155.2300,149.2200,151.0100,149.5063,330758787,0.2300
2023-02-03,144.9550,157.3800,141.3200,154.5000,152.7289,480249683,0.0000
2023-01-27,138.1200,147.2300,137.9000,145.9300,144.2572,338655715,0.0000
2023-01-20,134.8300,138.6100,133.7700,137.8700,136.2896,271823466,0.0000
2023-01-13,130.4650,134.9200,128.1200,134.7600,133.2152,333335284,0.0000
2023-01-06,130.2800,130.9000,124.1700,129.6200,128.1341,369948527,0.0000
2022-12-30,131.3800,131.4100,125.8700,129.9300,128.4406,307184140,0.0000
2022-12-23,135.1100,136.8100,129.6400,131.8600,130.3485,384620427,0.0000
2022-12-16,142.7000,149.9692,133.7300,134.5100,132.9681,505728804,0.0000
2022-12-09,147.7700,150.9199,140.0000,142.1600,140.5304,341500071,0.0000
2022-12-02,145.1400,149.1300,140.3550,147.8100,146.1156,401189067,0.0000
2022-11-25,150.1600,151.8300,146.9250,148.1100,146.4122,204025457,0.0000
2022-11-18,148.9700,153.5900,146.1500,151.2900,149.5557,382679685,0.0000
2022-11-11,137.1100,150.0100,134.5933,149.7000,147.9840,461034592,0.0000
2022-11-04,153.1550,155.4500,134.3800,138.3800,136.7937,510660451,0.2300
2022-10-28,147.1850,157.5000,144.1300,155.7400,153.6993,513092901,0.0000
2022-10-21,141.0650,147.8479,140.2700,147.2700,145.3403,397216487,0.0000
2022-10-14,140.4200,144.5200,134.3700,138.3800,136.5667,424188362,0.0000
2022-10-07,138.2100,147.5400,137.6850,140.0900,138.2543,435940423,0.0000
2022-09-30,149.6600,154.7200,138.0000,138.2000,136.3891,577537048,0.0000
2022-09-23,149.3100,158.7400,148.5600,150.4300,148.4588,473155533,0.0000
2022-09-16,159.5900,164.2600,148.3700,150.7000,148.7253,568337936,0.0000
2022-09-09,156.4700,157.8200,152.6800,157.3700,155.3079,313749966,0.0000
2022-09-02,161.1450,162.9000,154.6700,155.8100,153.7683,389809404,0.0000
2022-08-26,169.6900,171.0500,163.5600,163.6200,161.4760,307194601,0.0000
2022-08-19,171.5200,176.1500,171.3101,171.5200,169.2725,322647151,0.0000
2022-08-12,166.3700,172.1700,163.2500,172.1000,169.8449,318856922,0.0000
2022-08-05,161.0100,167.1900,159.6300,165.3500,163.1833,322415021,0.2300
2022-07-29,154.0100,163.6300,150.8000,162.5100,160.1578,370548915,0.0000
2022-07-22,150.7400,156.2800,146.7000,154.0900,151.8597,360988692,0.0000
2022-07-15,145.6700,150.8600,142.1201,150.1700,147.9964,366480107,0.0000
2022-07-08,137.7700,147.5500,136.9300,147.0400,144.9117,278295402,0.0000
2022-07-01,142.6950,143.4900,133.7737,138.9300,136.9191,373781666,0.0000
2022-06-24,133.4200,141.9100,133.3200,141.6600,139.6096,315960327,0.0000
2022-06-17,132.8700,137.3400,129.0400,131.5600,129.6558,541006195,0.0000
2022-06-10,147.0300,149.8697,137.0600,137.1300,135.1451,354396344,0.0000
2022-06-03,149.0700,151.7400,144.4600,145.3800,143.2757,338923395,0.0000
2022-05-27,137.7900,149.6800,137.1400,149.6400,147.4741,495921758,0.0000
2022-05-20,145.5500,149.7700,132.6100,137.5900,135.5985,548244690,0.0000
2022-05-13,154.9250,156.7400,138.8000,147.1100,144.9807,686227375,0.0000
2022-05-06,156.7100,166.4800,153.2700,157.2800,155.0035,566193362,0.2300
2022-04-29,161.1200,166.2000,155.3800,157.6500,155.1413,540082324,0.0000
2022-04-22,163.9200,171.5300,161.5000,161.7900,159.2154,376576076,0.0000
2022-04-14,168.7100,171.2700,165.0400,165.2900,162.6597,297460188,0.0000
2022-04-08,174.5700,178.4900,169.2000,170.0900,167.3833,390677922,0.0000
2022-04-01,172.1700,179.6100,171.9400,174.3100,171.5361,465395123,0.0000
2022-03-25,163.5100,175.2800,163.0150,174.7200,171.9396,438484780,0.0000
2022-03-18,151.4500,164.4800,150.1000,163.9800,161.3705,501667481,0.0000
2022-03-11,163.3600,165.0200,154.5000,154.7300,152.2677,521334165,0.0000
2022-03-04,163.0600,168.9100,161.9700,163.1700,160.5734,418753837,0.0000
2022-02-25,164.9800,166.6900,152.0000,164.8500,162.2267,413588646,0.0000
2022-02-18,167.3700,173.3400,166.1900,167.3000,164.6377,364011266,0.0000
2022-02-11,172.8600,176.6500,168.0400,168.6400,165.9564,412902045,0.0000
2022-02-04,170.1600,176.2399,169.5100,172.3900,169.6467,458553231,0.2200
2022-01-28,160.0200,170.3500,154.7000,170.3300,167.4058,688670659,0.0000
2022-01-21,171.5100,172.5400,162.3000,162.4100,159.6218,397684401,0.0000
2022-01-14,169.0800,177.1800,168.1700,173.0700,170.0988,422454950,0.0000
2022-01-07,177.8300,182.9400,171.0300,172.1700,169.2142,482162362,0.0000
2021-12-31,177.0850,181.3300,177.0700,177.5700,174.5215,337847299,0.0000
2021-12-23,168.2800,176.8499,167.4600,176.2800,173.2537,359176889,0.0000
2021-12-17,181.1150,182.1300,169.6900,171.1400,168.2019,769789942,0.0000
2021-12-10,164.2900,179.6300,164.2800,179.4500,176.3693,569227705,0.0000
2021-12-03,159.3700,170.3000,157.8000,161.8400,159.0616,669981566,0.0000
2021-11-26,161.6800,165.7000,156.3600,156.8100,154.1179,359933163,0.0000
2021-11-19,150.3700,161.0200,149.3400,160.5500,157.7937,462419283,0.0000
2021-11-12,151.4100,151.5700,147.4800,149.9900,147.4150,281026556,0.0000
2021-11-05,148.9850,152.4300,147.8000,151.2800,148.6829,322688958,0.2200
2021-10-29,148.6800,153.1650,146.4128,149.8000,147.0145,392739936,0.0000
2021-10-22,143.4450,150.1800,143.1600,148.6900,145.9251,340691290,0.0000
2021-10-15,142.2700,144.8950,139.2000,144.8400,142.1467,354098233,0.0000
2021-10-08,141.7600,144.2150,138.2700,142.9000,140.2428,382910000,0.0000
2021-10-01,145.4700,145.9600,139.1101,142.6500,139.9974,441421358,0.0000
2021-09-24,143.8000,147.4701,141.2700,146.9200,144.1880,394033205,0.0000
2021-09-17,150.6300,151.4200,145.7600,146.0600,143.3440,492884912,0.0000
2021-09-10,154.9700,157.2600,148.7000,148.9700,146.1999,354897433,0.0000
2021-09-03,149.0000,154.9800,148.6100,154.3000,151.4308,386760934,0.0000
2021-08-27,148.3100,150.8600,146.8300,148.6000,145.8368,272129118,0.0000
2021-08-20,148.5350,151.6800,144.5000,148.1900,145.4344,429624447,0.0000
2021-08-13,146.2000,149.4444,145.3000,149.1000,146.3275,299050639,0.0000
2021-08-06,146.3600,148.0450,145.1800,146.1400,143.4225,284559337,0.2200
2021-07-30,148.2700,149.8300,142.5400,145.8600,142.9326,420947531,0.0000
2021-07-23,143.7500,148.7177,141.6700,148.5600,145.5784,441563639,0.0000
2021-07-16,146.2100,150.0000,143.6300,146.3900,143.4519,504249326,0.0000
2021-07-09,140.0700,145.6500,140.0700,145.1100,142.1976,418559640,0.0000
2021-07-02,133.4100,140.0000,133.3500,139.9600,137.1510,321360130,0.0000
2021-06-25,130.3000,134.6400,129.2100,133.1100,130.4385,354155878,0.0000
2021-06-18,127.8200,132.5500,127.0700,130.4600,127.8417,456667151,0.0000
2021-06-11,126.1700,128.4600,124.8321,127.3500,124.7941,327048055,0.0000
2021-06-04,125.0800,126.1600,123.1300,125.8900,123.3634,278314493,0.0000
2021-05-28,126.0100,128.3200,124.5500,124.6100,122.1091,357615057,0.0000
2021-05-21,126.8200,128.0000,122.8600,125.4300,122.9126,386352101,0.0000
2021-05-14,129.4100,129.5400,122.2500,127.4500,124.8921,514165627,0.0000
2021-05-07,132.0400,134.0700,126.7000,130.2100,127.5967,453802325,0.2200
2021-04-30,134.8300,137.0700,131.0650,131.4600,128.6043,501621389,0.0000
2021-04-23,133.5100,135.5300,131.3001,134.3200,131.4022,421246935,0.0000
2021-04-16,132.5200,135.0000,130.6300,134.1600,131.2456,444178798,0.0000
2021-04-09,123.8700,133.0400,123.0700,132.9950,130.1060,447820438,0.0000
2021-04-01,121.6500,124.1800,118.8600,123.0000,120.3281,359904082,0.0000
2021-03-26,120.3300,124.2400,118.9200,121.2100,118.5770,488825826,0.0000
2021-03-19,121.4100,127.2200,119.6750,119.9900,117.3835,626770404,0.0000
2021-03-12,120.9300,123.2100,116.2100,121.0300,118.4009,586977280,0.0000
2021-03-05,123.7500,128.7200,117.5700,121.4200,118.7824,663456753,0.0000
2021-02-26,128.0100,129.7200,118.3900,121.2600,118.6259,680391444,0.0000
2021-02-19,135.4900,136.0100,127.4100,129.8700,127.0488,362474097,0.0000
2021-02-12,136.0300,137.8770,133.6921,135.3700,132.4294,344357350,0.0000
2021-02-05,133.7500,137.4200,130.9300,136.7600,133.7892,438264070,0.2050
2021-01-29,143.0700,145.0900,130.2100,131.9600,128.9002,716990967,0.0000
2021-01-22,127.7800,139.8500,126.9380,139.0700,135.8454,430065722,0.0000
2021-01-15,129.1900,131.4500,126.8600,127.1400,124.1920,481518252,0.0000
2021-01-08,133.5200,133.6116,126.3820,132.0500,128.9881,610791157,0.0000
2020-12-31,133.9900,138.7890,131.7200,132.6900,129.6133,439740666,0.0000
2020-12-24,125.0200,134.4050,123.4490,131.9700,128.9100,433757134,0.0000
2020-12-18,122.6000,129.5800,121.5400,126.6550,123.7182,621758148,0.0000
2020-12-11,122.3100,125.9500,120.1500,122.4100,119.5717,452278651,0.0000
2020-12-04,116.9700,123.7800,116.8100,122.2500,119.4154,541563385,0.0000
2020-11-27,117.1800,117.6202,112.5900,116.5900,113.8866,364376131,0.0000
2020-11-20,118.9200,120.9900,116.8100,117.3400,114.6192,389493361,0.0000
2020-11-13,120.5000,121.9900,114.1300,119.2600,116.4947,589872919,0.0000
2020-11-06,109.1100,119.6200,107.3200,118.6900,115.9379,609571825,0.2050
2020-10-30,114.0100,117.2800,107.7200,108.8600,106.1525,684767901,0.0000
2020-10-23,119.9600,120.4190,114.2800,115.0400,112.1788,519569644,0.0000
2020-10-16,120.0600,125.3900,118.1500,119.0200,116.0598,881572555,0.0000
2020-10-09,113.9100,117.0000,112.2500,116.9700,114.0608,548575054,0.0000
2020-10-02,115.0100,117.7200,112.2200,113.0200,110.2090,641240539,0.0000
2020-09-25,104.5400,112.8600,103.1000,112.2800,109.4874,847212649,0.0000
2020-09-18,114.7200,118.8290,106.0900,106.8400,104.1827,944934651,0.0000
2020-09-11,113.9500,120.5000,110.0000,112.0000,109.2144,771441734,0.0000
2020-09-04,127.5800,137.9800,110.8900,120.9600,117.9516,1166301669,0.0000
2020-08-28,514.7900,515.1400,492.2100,499.2300,121.7034,265909531,0.0000
2020-08-21,464.2500,499.4720,455.8501,497.4800,121.2767,208464758,0.0000
2020-08-14,450.4000,464.1700,436.4267,459.6300,112.0496,235474473,0.0000
2020-08-07,432.8000,457.6500,431.5700,444.4500,108.3490,250852555,0.8200
2020-07-31,374.8400,425.6600,372.9900,425.0400,103.4263,211898609,0.0000
2020-07-24,385.6700,397.0000,356.5800,370.4600,90.1452,165885792,0.0000
2020-07-17,389.0600,399.8200,375.5100,385.3100,93.7587,179660754,0.0000
2020-07-10,370.0000,385.2700,369.8700,383.6800,93.3621,141212101,0.0000
2020-07-02,353.2500,370.4700,351.2800,364.1100,88.6001,124222310,0.0000
2020-06-26,351.3400,372.3800,351.1500,353.6300,86.0499,220750873,0.0000
2020-06-19,333.2500,356.5600,332.5800,349.7200,85.0985,194985086,0.0000
2020-06-12,330.2500,354.7700,327.3200,338.8000,82.4413,202956789,0.0000
2020-06-05,317.7500,331.7500,317.2100,331.5000,80.6650,124490802,0.0000
2020-05-29,323.5000,324.2400,313.0900,317.9400,77.3654,131465363,0.0000
2020-05-22,313.1700,320.8900,310.3200,318.8900,77.5965,133274690,0.0000
2020-05-15,308.1000,319.6900,300.2100,307.7100,74.8761,208536826,0.0000
2020-05-08,289.1700,310.3500,286.3200,310.1300,75.4649,168228968,0.8200
