,open,high,low,close,adjusted_close,volume,dividend_amount
2015-05-22,128.3800,132.9700,128.3600,132.5400,29.7204,217297426,0.0000
2015-05-15,127.3900,129.4900,124.8200,128.7700,28.8750,208301514,0.0000
2015-05-08,129.5000,130.5700,123.3600,127.6200,28.6172,271891981,0.5200
2015-05-01,132.3100,134.5400,124.5800,128.9500,28.7959,420972321,0.0000
2015-04-24,125.5700,130.6300,125.1700,130.2800,29.0929,207440679,0.0000
2015-04-17,128.3700,128.5700,124.4600,124.7500,27.8579,171186168,0.0000
2015-04-10,124.4700,128.1218,124.3300,127.1000,28.3827,182207413,0.0000
2015-04-02,124.0500,126.4900,123.1000,125.3200,27.9852,162031791,0.0000
2015-03-27,127.1200,128.0400,122.6000,123.2500,27.5230,209326175,0.0000
2015-03-20,123.8800,129.2451,122.8700,125.9000,28.1148,266672975,0.0000
2015-03-13,127.9600,129.5700,121.6300,123.5900,27.5989,326514045,0.0000
2015-03-06,129.2500,130.2800,125.7600,126.6000,28.2711,246938492,0.0000
2015-02-27,130.0200,133.6000,126.6100,128.4600,28.6864,368216362,0.0000
2015-02-20,127.4900,129.5000,126.9200,129.4950,28.9176,194354942,0.0000
2015-02-13,118.5500,127.4800,118.4300,127.0800,28.3783,303206785,0.0000
2015-02-06,118.0500,120.5100,116.0800,118.9300,26.5583,270757404,0.4700
2015-01-30,113.7400,120.0000,109.0300,117.1600,26.0609,465842684,0.0000
2015-01-23,107.8400,113.7500,106.5000,112.9800,25.1311,198737041,0.0000
2015-01-16,112.6000,112.8000,105.2000,105.9900,23.5763,304226647,0.0000
2015-01-09,108.2900,113.2500,104.6300,112.0100,24.9153,282868187,0.0000
2015-01-02,113.7900,114.7700,107.3500,109.3300,24.3192,152088374,0.0000
2014-12-26,112.1600,114.5200,111.9700,113.9900,25.3558,119396530,0.0000
2014-12-19,110.7000,113.2400,106.2600,111.7800,24.8642,328856576,0.0000
2014-12-12,114.1000,114.8500,109.3500,109.7300,24.4082,259937920,0.0000
2014-12-05,118.8100,119.2500,111.2700,115.0000,25.5804,266701088,0.0000
2014-11-28,116.8500,119.7500,116.6200,118.9300,26.4546,181937552,0.0000
2014-11-21,114.2700,117.5700,113.3000,116.4700,25.9074,233414685,0.0000
2014-11-14,109.0200,114.1900,108.4000,114.1800,25.3980,205166680,0.0000
2014-11-07,108.2200,110.3000,107.7200,109.0100,24.2480,199952812,0.4700
2014-10-31,104.8500,108.0400,104.7000,108.0000,23.9199,220230607,0.0000
2014-10-24,98.3150,105.4900,98.2200,105.2200,23.3042,358532919,0.0000
2014-10-17,101.3300,101.7800,95.1800,97.6700,21.6320,358539741,0.0000
2014-10-10,99.9500,102.3800,98.3100,100.7300,22.3098,280258156,0.0000
2014-10-03,98.6500,101.5400,98.0400,99.6200,22.0639,247749150,0.0000
2014-09-26,101.8000,102.9400,97.7200,100.7500,22.3142,337730724,0.0000
2014-09-19,102.8100,103.0500,98.8900,100.9600,22.3607,296789500,0.0000
2014-09-12,99.3000,103.0800,96.1400,101.6600,22.5157,461559500,0.0000
2014-09-05,103.0600,103.7400,97.7900,98.9700,21.9200,322672500,0.0000
2014-08-29,101.7900,102.9000,100.7000,102.5000,22.7018,233048700,0.0000
2014-08-22,98.4900,101.4700,97.9800,101.3200,22.4404,246983800,0.0000
2014-08-15,95.2700,98.1900,94.8355,97.9800,21.7007,179363000,0.0000
2014-08-08,96.3700,96.5800,93.2800,94.7400,20.9831,223025000,0.4700
2014-08-01,97.8200,99.4400,94.8100,96.1300,21.1856,236825000,0.0000
2014-07-25,94.9900,97.8800,93.7200,97.6710,21.5252,276392000,0.0000
2014-07-18,95.8600,97.1000,92.5700,94.4300,20.8109,249075900,0.0000
2014-07-11,94.1400,96.8000,93.5200,95.2200,20.9850,231830000,0.0000
2014-07-03,92.1000,94.1000,92.0900,94.0300,20.7228,139168800,0.0000
2014-06-27,91.3200,92.0000,89.6500,91.9800,20.2710,216257000,0.0000
2014-06-20,91.5100,92.7500,90.9000,90.9100,20.0352,235227000,0.0000
2014-06-13,92.7000,95.0500,90.8800,91.2800,20.1167,293146997,0.0000
2014-06-06,633.9600,651.2600,622.5000,645.5700,20.3248,58974500,0.0000
2014-05-30,615.8800,644.1700,615.6300,633.0000,19.9290,57315800,0.0000
2014-05-23,597.8500,614.7293,597.3300,614.1300,19.3349,42229300,0.0000
2014-05-16,587.4900,597.5300,585.4000,597.5100,18.8117,37373300,0.0000
2014-05-09,590.1400,604.4099,580.3300,585.5425,18.4349,52371100,3.2900
2014-05-02,572.8000,599.4300,572.5500,592.5800,18.5527,67823800,0.0000
2014-04-25,525.3400,571.9900,523.9600,571.9400,17.9065,68937100,0.0000
2014-04-17,521.9000,527.7600,511.3300,524.9400,16.4350,34688000,0.0000
2014-04-11,528.0200,532.2400,517.1400,519.6100,16.2681,44688500,0.0000
2014-04-04,539.2300,543.4800,530.5800,531.8200,16.6504,35265900,0.0000
2014-03-28,538.4200,549.0000,534.2500,536.8600,16.8082,48584200,0.0000
2014-03-21,527.7000,536.2400,525.2001,532.8700,16.6833,43442600,0.0000
2014-03-14,528.3600,539.6600,523.0000,524.6900,16.4272,41145600,0.0000
2014-03-07,523.4200,534.7500,522.8100,530.4400,16.6072,39435800,0.0000
2014-02-28,523.1500,532.7500,515.6000,526.2400,16.4757,52533200,0.0000
2014-02-21,546.0000,551.1900,524.6000,525.2500,16.4447,41380800,0.0000
2014-02-14,518.6600,545.9799,518.0000,543.9900,17.0314,54151400,0.0000
2014-02-07,502.6100,522.9299,499.3000,519.6800,16.2703,61947700,3.0500
2014-01-31,550.0700,554.8000,493.5500,500.6000,15.5802,116661100,0.0000
2014-01-24,540.9900,557.2900,540.4200,546.0700,16.9954,55039500,0.0000
2014-01-17,529.9100,560.2000,529.8800,540.6700,16.8273,62811100,0.0000
2014-01-10,537.4500,546.8600,531.1100,532.9400,16.5867,56159800,0.0000
2014-01-03,557.4600,561.2800,540.4300,540.9800,16.8370,39423800,0.0000
2013-12-27,568.0000,571.8800,559.5000,560.0900,17.4317,39241200,0.0000
2013-12-20,555.0200,562.6389,538.8000,549.0200,17.0872,65538600,0.0000
2013-12-13,560.9001,570.9700,553.6700,554.4300,17.2556,55485500,0.0000
2013-12-06,558.0000,575.1358,550.8200,560.0200,17.4295,74759100,0.0000
2013-11-29,521.0200,558.3300,521.0000,556.0700,17.3066,46866800,0.0000
2013-11-22,524.9900,527.1900,513.6700,519.8000,16.1778,40484000,0.0000
2013-11-15,519.9900,529.2800,514.4100,524.9910,16.3393,43903200,0.0000
2013-11-08,521.1000,528.8850,512.3800,520.5600,16.2014,45541200,3.0500
2013-11-01,529.0400,539.2500,514.5400,520.0300,16.0907,74678500,0.0000
2013-10-25,511.7700,533.2300,508.0300,525.9580,16.2741,70301800,0.0000
2013-10-18,489.8300,509.2600,489.3500,508.8900,15.7460,49186000,0.0000
2013-10-11,486.5600,493.8400,478.2800,492.8120,15.2485,51831300,0.0000
2013-10-04,477.2500,492.3500,474.4110,483.0300,14.9459,53030200,0.0000
2013-09-27,496.1000,496.9100,480.7200,482.7500,14.9372,68166800,0.0000
2013-09-20,461.0000,478.5500,447.2200,467.4100,14.4626,89421200,0.0000
2013-09-13,505.0000,507.9200,464.7000,464.9000,14.3849,95909500,0.0000
2013-09-06,493.1000,502.2400,487.3500,498.2200,15.4159,45459100,0.0000
2013-08-30,500.7500,510.2000,486.0000,487.2160,15.0754,56239900,0.0000
2013-08-23,504.3400,513.7400,498.2000,501.0200,15.5025,59715200,0.0000
2013-08-16,456.8600,504.2500,456.6300,502.3300,15.5431,101976700,0.0000
2013-08-09,464.6900,471.8900,453.6500,454.4500,14.0616,52686200,3.0500
2013-08-02,440.8000,462.8500,440.2000,462.5400,14.2178,48624000,0.0000
2013-07-26,429.4600,444.5900,418.7100,440.9900,13.5554,57099100,0.0000
2013-07-19,425.0100,434.8700,424.1700,424.9500,13.0623,40894500,0.0000
2013-07-12,420.1100,429.7900,410.3800,426.5100,13.1103,54928000,0.0000
2013-07-05,402.6900,423.2900,401.2200,417.4200,12.8309,49138300,0.0000
2013-06-28,407.4000,408.6600,388.8700,396.5300,12.1888,74228400,0.0000
2013-06-21,431.4400,435.7000,408.1001,413.5000,12.7104,57278900,0.0000
2013-06-14,444.7300,449.0790,428.5000,430.0500,13.2191,55685400,0.0000
2013-06-07,450.7300,454.4300,432.7700,441.8110,13.5806,63469300,0.0000
2013-05-31,449.9000,457.1000,439.4000,449.7350,13.8242,51948000,0.0000
2013-05-24,431.9100,448.3499,430.1000,445.1500,13.6833,70708100,0.0000
2013-05-17,451.5100,457.9000,418.9000,433.2600,13.3178,90599600,0.0000
2013-05-10,455.7100,465.7500,450.4800,452.9700,13.9236,78083300,3.0500
2013-05-03,420.4500,453.2300,420.0000,449.9800,13.7400,93639400,0.0000
2013-04-26,392.6400,418.7690,391.2750,417.2050,12.7392,114740900,0.0000
2013-04-19,427.0000,427.8900,385.1000,390.5300,11.9247,101568600,0.0000
2013-04-12,424.8500,437.9900,422.4900,429.8000,13.1238,55369600,0.0000
2013-04-05,441.9000,443.6980,419.6800,423.2000,12.9223,72307500,0.0000
2013-03-28,464.6900,469.9500,441.6200,442.6600,13.5165,56053800,0.0000
2013-03-22,441.4500,462.1000,441.2000,461.9100,14.1043,79285500,0.0000
2013-03-15,429.7499,444.2300,425.1400,443.6600,13.5470,81911900,0.0000
2013-03-08,427.8000,435.4300,419.0000,431.7200,13.1824,90764100,0.0000
2013-03-01,453.8500,455.1200,429.9800,430.4700,13.1443,83442600,0.0000
2013-02-22,461.1000,462.7300,442.8200,450.8100,13.7653,60354400,0.0000
2013-02-15,476.5000,484.9400,459.9200,460.1600,14.0508,83884700,0.0000
2013-02-08,453.9100,478.8100,442.0000,474.9800,14.5034,106496800,2.6500
2013-02-01,437.8250,462.6000,435.8600,453.6200,13.7732,94023200,0.0000
2013-01-25,504.5600,514.9900,435.0000,439.8800,13.3560,142569100,0.0000
2013-01-18,502.6800,510.7500,483.3800,500.0000,15.1814,115299500,0.0000
2013-01-11,522.0000,531.8900,515.2000,520.3000,15.7978,82218600,0.0000
2013-01-04,510.5300,555.0000,509.0000,527.0000,16.0012,77403900,0.0000
2012-12-28,520.3500,524.2500,504.6600,509.5892,15.4726,45985300,0.0000
2012-12-21,508.9300,534.9000,501.2300,519.3300,15.7683,103950700,0.0000
2012-12-14,525.0000,549.5600,505.5800,509.7940,15.4788,119457600,0.0000
2012-12-07,593.6500,594.5900,518.6300,533.2500,16.1910,140365700,0.0000
2012-11-30,575.9000,594.2500,572.2600,585.2800,17.7708,92528300,0.0000
2012-11-23,540.7097,572.0000,539.8800,571.5000,17.3524,75425000,0.0000
2012-11-16,554.1500,554.5000,505.7501,527.6780,16.0218,127954500,0.0000
2012-11-09,583.5150,590.7400,533.7200,547.0600,16.6103,131562900,2.6500
2012-11-02,594.8800,603.0000,574.7500,576.8000,17.4305,52524100,0.0000
2012-10-26,612.4200,635.3800,591.0000,604.0000,18.2525,124541500,0.0000
2012-10-19,632.3500,652.7900,609.6200,609.8400,18.4289,92572200,0.0000
2012-10-12,646.8800,647.5600,623.5500,629.7140,19.0295,106894400,0.0000
2012-10-05,671.5000,676.7500,650.6500,652.5900,19.7208,91450000,0.0000
2012-09-28,686.8600,695.1200,660.3500,667.1050,20.1594,102295000,0.0000
2012-09-21,699.3500,705.0700,693.6200,700.0950,21.1564,71663100,0.0000
2012-09-14,680.4500,696.9800,656.0000,691.2800,20.8900,103680300,0.0000
2012-09-07,665.7600,682.4800,664.5000,680.4400,20.5624,50897500,0.0000
2012-08-31,679.9900,680.8700,657.2500,665.2400,20.1031,54937600,0.0000
2012-08-24,650.0100,674.8800,648.1100,663.2220,20.0421,101746300,0.0000
2012-08-17,623.3900,648.1900,623.2500,648.1100,19.5854,56201400,0.0000
2012-08-10,617.2900,625.0000,615.2600,621.7000,18.7873,44779900,2.6500
2012-08-03,590.9200,617.9800,587.8200,615.7000,18.5269,67966100,0.0000
2012-07-27,594.4000,609.6800,570.0000,585.1600,17.6080,97892500,0.0000
2012-07-20,605.1200,615.3500,603.1500,604.3000,18.1839,60068500,0.0000
2012-07-13,605.3000,619.8700,592.6800,604.9700,18.2041,75005500,0.0000
2012-07-06,584.7300,614.3400,583.6000,605.8800,18.2314,55182800,0.0000
2012-06-29,577.3000,584.0000,565.6100,584.0000,17.5731,53151900,0.0000
2012-06-22,570.9600,590.0000,570.3700,582.1000,17.5159,63270800,0.0000
2012-06-15,587.7200,588.5000,566.7000,574.1300,17.2761,71466200,0.0000
2012-06-08,561.5000,580.5840,548.5000,580.3200,17.4623,74069600,0.0000
2012-06-01,570.9000,581.5000,560.5200,560.9900,16.8807,68664300,0.0000
2012-05-25,534.5000,576.5000,534.0500,562.2900,16.9198,97700400,0.0000
2012-05-18,562.5700,567.5100,522.1800,530.3800,15.9596,101406100,0.0000
2012-05-11,561.5000,575.8800,558.7300,566.7100,17.0528,77529300,0.0000
2012-05-04,597.8000,598.4000,565.1700,565.2500,17.0088,88038400,0.0000
2012-04-27,570.6100,618.0000,555.0000,603.0000,18.1448,138973100,0.0000
2012-04-20,610.0600,620.2500,570.4200,572.9800,17.2415,174876800,0.0000
2012-04-13,626.1300,644.0000,603.5100,605.2300,18.2119,130637800,0.0000
2012-04-05,601.8300,634.6600,600.3800,633.6800,19.0680,94542500,0.0000
2012-03-30,599.7900,621.4500,595.2600,599.5500,18.0410,114200300,0.0000
2012-03-23,598.3700,609.6500,582.0000,596.0500,17.9356,122010700,0.0000
2012-03-16,548.9820,600.0100,547.0000,585.5700,17.6203,160792400,0.0000
2012-03-09,545.4200,547.7400,516.2210,545.1700,16.4046,119759300,0.0000
2012-03-02,521.3100,548.2100,516.2800,545.1800,16.4049,114820100,0.0000
2012-02-24,506.8800,522.9000,504.1200,522.4100,15.7198,73999900,0.0000
2012-02-17,499.5300,526.2900,486.6300,502.1200,15.1092,141574700,0.0000
2012-02-10,458.3800,497.6200,458.2010,493.4200,14.8474,88894400,0.0000
2012-02-03,445.7100,460.0000,445.3900,459.6800,13.8322,54088100,0.0000
2012-01-27,422.6700,454.4500,419.5500,447.2800,13.4590,86989600,0.0000
2012-01-20,424.2000,431.3690,419.7500,420.3000,12.6472,42692900,0.0000
2012-01-13,425.5001,427.7500,418.6600,419.8100,12.6324,46639800,0.0000
2012-01-06,409.4000,422.7500,409.0000,422.4000,12.7104,41135900,0.0000
2011-12-30,403.1000,409.0900,400.5100,405.0000,12.1868,31763500,0.0000
2011-12-23,382.4700,403.5900,380.4800,403.3300,12.1365,46694700,0.0000
2011-12-16,391.6800,395.4000,377.6800,381.0200,11.4652,61591500,0.0000
2011-12-09,393.4900,396.4100,386.7625,393.6200,11.8444,57818000,0.0000
2011-12-02,372.3500,393.6299,370.2000,389.7000,11.7264,67658700,0.0000
2011-11-25,370.4000,377.9300,363.3200,363.5700,10.9401,55001200,0.0000
2011-11-18,383.5201,391.1400,374.8800,374.9400,11.2823,73741600,0.0000
2011-11-11,399.9100,408.0000,380.2600,384.6200,11.5735,93855000,0.0000
2011-11-04,402.4200,409.3300,393.2200,400.2400,12.0436,71009200,0.0000
2011-10-28,396.1800,409.0000,393.1510,404.9500,12.1853,78799200,0.0000
2011-10-21,421.7400,426.7000,390.7500,392.8700,11.8218,137222200,0.0000
2011-10-14,379.0900,422.0000,378.2100,422.0000,12.6983,95358600,0.0000
2011-10-07,380.3700,384.7800,354.2400,369.8000,11.1276,144188800,0.0000
2011-09-30,399.8600,409.2500,381.1800,381.3200,11.4742,109776400,0.0000
2011-09-23,397.0000,422.8600,395.2045,404.3000,12.1657,132869600,0.0000
2011-09-16,375.8900,400.5030,371.9000,400.5000,12.0514,91408900,0.0000
2011-09-09,367.3700,388.6100,366.4800,377.4800,11.3587,65758800,0.0000
2011-09-02,388.1800,392.0800,371.8300,374.0500,11.2555,76015800,0.0000
2011-08-26,364.5100,383.8000,355.0900,383.5800,11.5422,118972900,0.0000
2011-08-19,379.6300,384.9700,356.0000,356.0300,10.7132,108167100,0.0000
2011-08-12,361.6900,379.6400,353.0200,376.9900,11.3439,156286400,0.0000
2011-08-05,397.7800,399.5000,362.5700,373.6200,11.2425,145031500,0.0000
2011-07-29,390.3500,404.5000,384.0000,390.4800,11.7499,105440400,0.0000
2011-07-22,365.4300,396.2700,365.2800,393.3000,11.8347,120585800,0.0000
2011-07-15,356.3400,365.0000,348.6200,364.9200,10.9807,78604400,0.0000
2011-07-08,343.0000,360.0000,342.5000,359.7100,10.8240,60320600,0.0000
2011-07-01,327.5900,343.5000,327.2500,343.2600,10.3290,62318800,0.0000
2011-06-24,317.3550,333.1500,310.5000,326.3500,9.8201,90149200,0.0000
2011-06-17,327.2000,333.2500,318.3300,320.2600,9.6369,78173200,0.0000
2011-06-10,344.8400,347.0500,325.5100,325.9000,9.8066,72660500,0.0000
2011-06-03,341.1000,352.1320,341.0000,343.4400,10.3344,58016800,0.0000
2011-05-27,329.9700,338.5600,329.4200,337.4100,10.1530,50925400,0.0000
2011-05-20,339.2000,342.4140,330.7300,335.2200,10.0871,65572300,0.0000
2011-05-13,347.8600,350.0000,340.3500,340.5000,10.2459,52534100,0.0000
2011-05-06,349.7400,351.8300,345.5000,346.6600,10.4313,62907700,0.0000
2011-04-29,350.3400,354.9900,345.5200,350.1300,10.5357,83173700,0.0000
2011-04-21,326.1000,355.1300,320.1600,350.6960,10.5527,88705500,0.0000
2011-04-15,334.0600,336.1400,326.8000,327.4600,9.8535,68793300,0.0000
2011-04-08,344.3100,344.6000,333.9500,335.0600,10.0822,74869200,0.0000
2011-04-01,353.1500,354.3200,343.3000,344.5600,10.3681,60155100,0.0000
2011-03-25,335.9900,352.0600,335.2600,351.5400,10.5781,70069400,0.0000
2011-03-18,353.1800,356.4844,326.2600,330.6700,9.9501,133274500,0.0000
2011-03-11,361.4000,361.6700,344.9000,351.9900,10.5917,83370200,0.0000
2011-03-04,351.2400,360.2900,347.6810,360.0000,10.8327,86280600,0.0000
2011-02-25,342.1500,348.4300,337.7200,348.1600,10.4764,86583200,0.0000
2011-02-18,356.7900,364.9000,349.5200,350.5600,10.5486,86513900,0.0000
2011-02-11,347.8900,360.0000,347.6400,356.8500,10.7379,94461800,0.0000
2011-02-04,335.8000,346.7000,334.3000,346.5000,10.4265,63516900,0.0000
2011-01-28,326.8700,345.6000,326.7200,336.1000,10.1135,89482500,0.0000
2011-01-21,329.5200,348.6000,326.0000,326.7200,9.8313,161992900,0.0000
2011-01-14,338.8300,348.4800,337.1700,348.4800,10.4861,64317100,0.0000
2011-01-07,325.6400,336.3500,324.8365,336.1200,10.1141,57932100,0.0000
2010-12-31,322.8519,326.6600,321.3100,322.5600,9.7061,33567200,0.0000
2010-12-23,321.6000,325.7200,318.2300,323.6000,9.7374,40394400,0.0000
2010-12-17,324.3700,325.0600,319.0000,320.6100,9.6474,68467700,0.0000
2010-12-10,318.6400,323.9900,317.1100,320.5600,9.6459,61376200,0.0000
2010-12-03,315.5000,319.0000,310.8700,317.4400,9.5520,79083000,0.0000
2010-11-26,306.6800,317.6999,305.8700,315.0000,9.4786,55851200,0.0000
2010-11-19,308.4600,310.5400,297.7600,306.7300,9.2298,86430000,0.0000
2010-11-12,317.2000,321.3000,303.6300,308.0300,9.2689,78809300,0.0000
2010-11-05,302.2200,320.1800,302.2000,317.1300,9.5427,84639600,0.0000
2010-10-29,309.0900,311.6000,300.8700,300.9800,9.0567,77355600,0.0000
2010-10-22,318.4700,319.0000,300.0200,307.4700,9.2520,141844900,0.0000
2010-10-15,294.7400,315.0000,292.4900,314.7400,9.4708,106210000,0.0000
2010-10-08,281.6000,294.5000,277.7700,294.0700,8.8488,95533600,0.0000
2010-10-01,293.9750,294.7300,275.0000,282.5200,8.5013,111037700,0.0000
2010-09-24,276.0800,293.5300,275.8500,292.3200,8.7962,119558800,0.0000
2010-09-17,265.8200,277.9600,265.5200,275.3700,8.2861,89745700,0.0000
2010-09-10,256.6400,266.5200,256.2500,263.4100,7.9262,60543800,0.0000
2010-09-03,240.7600,258.7800,240.3500,258.7700,7.7866,87047500,0.0000
2010-08-27,251.7900,252.0000,235.5600,241.6200,7.2705,93870400,0.0000
2010-08-20,247.5800,254.6700,246.6200,249.6400,7.5119,67560800,0.0000
2010-08-13,261.4800,262.1500,246.1200,249.1000,7.4956,80889000,0.0000
2010-08-06,260.4400,264.2800,257.6300,260.0910,7.8264,71431400,0.0000
2010-07-30,260.0000,265.9900,254.9000,257.2500,7.7409,93475900,0.0000
2010-07-23,249.8800,265.1500,239.6000,259.9400,7.8218,159421700,0.0000
2010-07-16,258.5300,261.8500,246.4300,249.9000,7.5197,158234800,0.0000
2010-07-09,251.0000,262.9000,246.1600,259.6200,7.8122,87187800,0.0000
2010-07-02,266.9300,269.7500,243.2000,246.9400,7.4306,149088700,0.0000
2010-06-25,277.6900,279.0100,265.8100,266.7000,8.0252,125943900,0.0000
2010-06-18,255.9600,275.0000,254.0100,274.0740,8.2471,129613900,0.0000
2010-06-11,258.2900,259.1500,242.2000,253.5100,7.6283,145159200,0.0000
2010-06-04,259.6900,265.9400,254.6300,255.9650,7.7022,106194000,0.0000
2010-05-28,247.2800,259.4000,237.1600,256.8800,7.7297,147671300,0.0000
